date,open,high,low,close
2018-09-13 21:55:00,12340.000,12350.000,12340.000,12345.000
2018-09-13 21:50:00,12325.000,12335.000,12325.000,12335.000
2018-09-13 21:45:00,12320.000,12330.000,12320.000,12330.000
2018-09-13 21:40:00,12350.000,12350.000,12300.000,12330.000
2018-09-13 21:35:00,12360.000,12365.000,12355.000,12360.000
2018-09-13 21:30:00,12355.000,12360.000,12355.000,12355.000
2018-09-13 21:25:00,12360.000,12365.000,12355.000,12355.000
2018-09-13 21:20:00,12370.000,12370.000,12355.000,12355.000
2018-09-13 21:15:00,12370.000,12370.000,12365.000,12365.000
2018-09-13 21:10:00,12375.000,12385.000,12360.000,12360.000
2018-09-13 21:05:00,12410.000,12410.000,12375.000,12375.000
2018-09-13 15:00:00,12390.000,12420.000,12390.000,12420.000
2018-09-13 14:55:00,12405.000,12410.000,12385.000,12390.000
2018-09-13 14:50:00,12380.000,12410.000,12380.000,12410.000
2018-09-13 14:45:00,12390.000,12390.000,12385.000,12385.000
2018-09-13 14:40:00,12405.000,12405.000,12380.000,12385.000
2018-09-13 14:35:00,12380.000,12395.000,12380.000,12395.000
2018-09-13 14:30:00,12375.000,12390.000,12375.000,12380.000
2018-09-13 14:25:00,12375.000,12375.000,12365.000,12375.000
2018-09-13 14:20:00,12370.000,12380.000,12370.000,12375.000
2018-09-13 14:15:00,12375.000,12380.000,12365.000,12365.000
2018-09-13 14:10:00,12375.000,12375.000,12370.000,12370.000
2018-09-13 14:05:00,12380.000,12380.000,12365.000,12375.000
2018-09-13 14:00:00,12355.000,12370.000,12355.000,12360.000
2018-09-13 13:55:00,12365.000,12365.000,12350.000,12355.000
2018-09-13 13:50:00,12380.000,12380.000,12370.000,12370.000
2018-09-13 13:45:00,12370.000,12390.000,12370.000,12385.000
2018-09-13 13:40:00,12350.000,12370.000,12350.000,12370.000
2018-09-13 13:35:00,12350.000,12350.000,12340.000,12340.000
2018-09-13 11:30:00,12355.000,12375.000,12345.000,12375.000
2018-09-13 11:25:00,12365.000,12365.000,12360.000,12365.000
2018-09-13 11:20:00,12360.000,12365.000,12360.000,12360.000
2018-09-13 11:15:00,12370.000,12370.000,12360.000,12370.000
2018-09-13 11:10:00,12360.000,12370.000,12360.000,12365.000
2018-09-13 11:05:00,12370.000,12370.000,12360.000,12360.000
2018-09-13 11:00:00,12365.000,12365.000,12355.000,12355.000
2018-09-13 10:55:00,12355.000,12370.000,12355.000,12360.000
2018-09-13 10:50:00,12335.000,12355.000,12335.000,12350.000
2018-09-13 10:45:00,12340.000,12345.000,12330.000,12345.000
2018-09-13 10:40:00,12375.000,12380.000,12360.000,12360.000
2018-09-13 10:35:00,12405.000,12415.000,12390.000,12390.000
2018-09-13 10:20:00,12415.000,12415.000,12415.000,12415.000
2018-09-13 10:15:00,12410.000,12415.000,12405.000,12415.000
2018-09-13 10:10:00,12400.000,12410.000,12400.000,12405.000
2018-09-13 10:05:00,12410.000,12410.000,12400.000,12400.000
2018-09-13 10:00:00,12390.000,12410.000,12390.000,12405.000
2018-09-13 09:55:00,12380.000,12400.000,12380.000,12395.000
2018-09-13 09:50:00,12425.000,12435.000,12405.000,12405.000
2018-09-13 09:45:00,12445.000,12455.000,12435.000,12440.000
2018-09-13 09:40:00,12435.000,12445.000,12435.000,12440.000
2018-09-13 09:35:00,12445.000,12445.000,12430.000,12430.000
2018-09-13 09:30:00,12460.000,12460.000,12445.000,12445.000
2018-09-13 09:25:00,12325.000,12425.000,12325.000,12425.000
2018-09-13 09:20:00,12350.000,12350.000,12320.000,12340.000
2018-09-13 09:15:00,12275.000,12335.000,12275.000,12335.000
2018-09-13 09:10:00,12280.000,12280.000,12255.000,12265.000
2018-09-13 09:05:00,12275.000,12275.000,12255.000,12255.000
2018-09-12 23:05:00,12225.000,12225.000,12225.000,12225.000
2018-09-12 23:00:00,12235.000,12235.000,12230.000,12235.000
2018-09-12 22:55:00,12225.000,12235.000,12225.000,12235.000
2018-09-12 22:50:00,12225.000,12230.000,12215.000,12225.000
2018-09-12 22:45:00,12240.000,12240.000,12225.000,12230.000
2018-09-12 22:40:00,12230.000,12245.000,12230.000,12240.000
2018-09-12 22:35:00,12225.000,12240.000,12225.000,12230.000
2018-09-12 22:30:00,12235.000,12235.000,12225.000,12225.000
2018-09-12 22:25:00,12225.000,12230.000,12225.000,12230.000
2018-09-12 22:20:00,12225.000,12230.000,12225.000,12225.000
2018-09-12 22:15:00,12230.000,12230.000,12225.000,12225.000
2018-09-12 22:10:00,12240.000,12240.000,12230.000,12230.000
2018-09-12 22:05:00,12225.000,12240.000,12225.000,12230.000
2018-09-12 22:00:00,12230.000,12230.000,12225.000,12225.000
2018-09-12 21:55:00,12225.000,12230.000,12225.000,12230.000
2018-09-12 21:50:00,12215.000,12220.000,12215.000,12215.000
2018-09-12 21:45:00,12240.000,12240.000,12210.000,12210.000
2018-09-12 21:40:00,12235.000,12235.000,12225.000,12235.000
2018-09-12 21:35:00,12245.000,12245.000,12240.000,12245.000
2018-09-12 21:30:00,12250.000,12255.000,12245.000,12245.000
2018-09-12 21:25:00,12240.000,12250.000,12235.000,12245.000
2018-09-12 21:20:00,12255.000,12255.000,12235.000,12235.000
2018-09-12 21:15:00,12270.000,12270.000,12255.000,12255.000
2018-09-12 21:10:00,12280.000,12285.000,12265.000,12265.000
2018-09-12 21:05:00,12255.000,12315.000,12255.000,12315.000
2018-09-12 15:00:00,12230.000,12265.000,12230.000,12265.000
2018-09-12 14:55:00,12220.000,12245.000,12220.000,12230.000
2018-09-12 14:50:00,12220.000,12225.000,12220.000,12225.000
2018-09-12 14:45:00,12220.000,12225.000,12220.000,12220.000
2018-09-12 14:40:00,12220.000,12220.000,12215.000,12220.000
2018-09-12 14:35:00,12235.000,12235.000,12215.000,12230.000
2018-09-12 14:30:00,12215.000,12240.000,12215.000,12240.000
2018-09-12 14:25:00,12220.000,12220.000,12210.000,12215.000
2018-09-12 14:20:00,12215.000,12215.000,12215.000,12215.000
2018-09-12 14:15:00,12215.000,12225.000,12215.000,12220.000
2018-09-12 14:10:00,12215.000,12215.000,12205.000,12210.000
2018-09-12 14:05:00,12225.000,12225.000,12215.000,12225.000
2018-09-12 14:00:00,12220.000,12220.000,12210.000,12210.000
2018-09-12 13:55:00,12210.000,12210.000,12205.000,12210.000
2018-09-12 13:50:00,12195.000,12205.000,12195.000,12200.000
2018-09-12 13:45:00,12190.000,12195.000,12175.000,12195.000
2018-09-12 13:40:00,12190.000,12200.000,12185.000,12200.000
2018-09-12 13:35:00,12210.000,12210.000,12190.000,12190.000
2018-09-12 11:30:00,12205.000,12220.000,12205.000,12215.000
2018-09-12 11:25:00,12195.000,12205.000,12195.000,12205.000
2018-09-12 11:20:00,12225.000,12225.000,12200.000,12200.000
2018-09-12 11:15:00,12220.000,12240.000,12220.000,12240.000
2018-09-12 11:10:00,12220.000,12220.000,12210.000,12215.000
2018-09-12 11:05:00,12220.000,12225.000,12215.000,12215.000
2018-09-12 11:00:00,12230.000,12240.000,12215.000,12215.000
2018-09-12 10:55:00,12220.000,12230.000,12215.000,12225.000
2018-09-12 10:50:00,12215.000,12225.000,12200.000,12200.000
2018-09-12 10:45:00,12190.000,12220.000,12190.000,12220.000
2018-09-12 10:40:00,12195.000,12195.000,12180.000,12185.000
2018-09-12 10:35:00,12225.000,12225.000,12205.000,12210.000
2018-09-12 10:20:00,12205.000,12205.000,12205.000,12205.000
2018-09-12 10:15:00,12190.000,12205.000,12190.000,12205.000
2018-09-12 10:10:00,12180.000,12205.000,12180.000,12195.000
2018-09-12 10:05:00,12185.000,12185.000,12165.000,12170.000
2018-09-12 10:00:00,12185.000,12190.000,12165.000,12175.000
2018-09-12 09:55:00,12185.000,12190.000,12185.000,12185.000
2018-09-12 09:50:00,12195.000,12205.000,12185.000,12185.000
2018-09-12 09:45:00,12185.000,12195.000,12180.000,12185.000
2018-09-12 09:40:00,12235.000,12250.000,12170.000,12170.000
2018-09-12 09:35:00,12230.000,12260.000,12230.000,12245.000
2018-09-12 09:30:00,12220.000,12250.000,12210.000,12250.000
2018-09-12 09:25:00,12200.000,12205.000,12185.000,12185.000
2018-09-12 09:20:00,12260.000,12280.000,12230.000,12230.000
2018-09-12 09:15:00,12270.000,12270.000,12265.000,12270.000
2018-09-12 09:10:00,12240.000,12300.000,12240.000,12275.000
2018-09-12 09:05:00,12010.000,12160.000,12010.000,12160.000
2018-09-11 23:05:00,12000.000,12000.000,12000.000,12000.000
2018-09-11 23:00:00,12010.000,12010.000,11995.000,12000.000
2018-09-11 22:55:00,12015.000,12015.000,12000.000,12000.000
2018-09-11 22:50:00,11970.000,12010.000,11970.000,12010.000
2018-09-11 22:45:00,11970.000,11975.000,11970.000,11975.000
2018-09-11 22:40:00,11955.000,11970.000,11955.000,11970.000
2018-09-11 22:35:00,11960.000,11965.000,11960.000,11960.000
2018-09-11 22:30:00,11965.000,11965.000,11960.000,11965.000
2018-09-11 22:25:00,11970.000,11975.000,11965.000,11970.000
2018-09-11 22:20:00,11975.000,11975.000,11970.000,11970.000
2018-09-11 22:15:00,11970.000,11970.000,11965.000,11965.000
2018-09-11 22:10:00,11950.000,11970.000,11950.000,11970.000
2018-09-11 22:05:00,11950.000,11960.000,11950.000,11950.000
2018-09-11 22:00:00,11950.000,11955.000,11950.000,11950.000
2018-09-11 21:55:00,11965.000,11965.000,11950.000,11950.000
2018-09-11 21:50:00,11960.000,11960.000,11955.000,11960.000
2018-09-11 21:45:00,11965.000,11965.000,11960.000,11960.000
2018-09-11 21:40:00,11960.000,11975.000,11955.000,11970.000
2018-09-11 21:35:00,11950.000,11960.000,11950.000,11960.000
2018-09-11 21:30:00,11950.000,11955.000,11950.000,11950.000
2018-09-11 21:25:00,11955.000,11955.000,11945.000,11955.000
2018-09-11 21:20:00,11945.000,11960.000,11945.000,11955.000
2018-09-11 21:15:00,11920.000,11950.000,11920.000,11950.000
2018-09-11 21:10:00,11915.000,11915.000,11905.000,11915.000
2018-09-11 21:05:00,11905.000,11915.000,11905.000,11915.000
2018-09-11 15:00:00,11925.000,11940.000,11925.000,11935.000
2018-09-11 14:55:00,11940.000,11945.000,11935.000,11935.000
2018-09-11 14:50:00,11935.000,11945.000,11930.000,11930.000
2018-09-11 14:45:00,11945.000,11950.000,11935.000,11935.000
2018-09-11 14:40:00,11960.000,11960.000,11945.000,11945.000
2018-09-11 14:35:00,11955.000,11955.000,11945.000,11950.000
2018-09-11 14:30:00,11965.000,11965.000,11930.000,11940.000
2018-09-11 14:25:00,11980.000,11995.000,11980.000,11985.000
2018-09-11 14:20:00,11985.000,11985.000,11975.000,11975.000
2018-09-11 14:15:00,11990.000,11990.000,11970.000,11985.000
2018-09-11 14:10:00,11990.000,11995.000,11990.000,11990.000
2018-09-11 14:05:00,11985.000,11990.000,11970.000,11990.000
2018-09-11 14:00:00,11980.000,11990.000,11980.000,11990.000
2018-09-11 13:55:00,11980.000,11990.000,11980.000,11985.000
2018-09-11 13:50:00,11990.000,11990.000,11980.000,11985.000
2018-09-11 13:45:00,12000.000,12000.000,11990.000,12000.000
2018-09-11 13:40:00,12010.000,12010.000,11985.000,11985.000
2018-09-11 13:35:00,12015.000,12015.000,12000.000,12010.000
2018-09-11 11:30:00,12005.000,12015.000,12005.000,12015.000
2018-09-11 11:25:00,12000.000,12010.000,11995.000,12010.000
2018-09-11 11:20:00,12000.000,12000.000,11995.000,11995.000
2018-09-11 11:15:00,12000.000,12000.000,11990.000,11995.000
2018-09-11 11:10:00,11980.000,12000.000,11980.000,12000.000
2018-09-11 11:05:00,11990.000,11995.000,11970.000,11970.000
2018-09-11 11:00:00,11990.000,11990.000,11980.000,11990.000
2018-09-11 10:55:00,12020.000,12020.000,11980.000,11980.000
2018-09-11 10:50:00,12030.000,12045.000,12025.000,12030.000
2018-09-11 10:45:00,12015.000,12030.000,12015.000,12030.000
2018-09-11 10:40:00,12015.000,12020.000,12015.000,12020.000
